Bandit,Reward,Algorithm
2,3.304717079754431,EpsilonGreedy
0,-0.03998410624049553,EpsilonGreedy
1,2.7504511958064572,EpsilonGreedy
2,3.940564716391214,EpsilonGreedy
2,1.0489648113461636,EpsilonGreedy
2,1.697820493137682,EpsilonGreedy
1,2.1278404031672853,EpsilonGreedy
2,2.683757407656418,EpsilonGreedy
2,2.983198842495711,EpsilonGreedy
2,2.14695607242642,EpsilonGreedy
2,3.8793979748628287,EpsilonGreedy
2,3.777791935428948,EpsilonGreedy
2,3.066030697561216,EpsilonGreedy
2,4.127241206968033,EpsilonGreedy
2,3.4675093422520455,EpsilonGreedy
2,2.1407075371167616,EpsilonGreedy
2,3.368750784082499,EpsilonGreedy
2,2.041117399171001,EpsilonGreedy
2,3.8784503013072724,EpsilonGreedy
2,2.950074089013747,EpsilonGreedy
2,2.8151376364547396,EpsilonGreedy
2,2.3190704555960586,EpsilonGreedy
2,4.222541338674031,EpsilonGreedy
0,0.8454705179311979,EpsilonGreedy
2,2.5716721778368927,EpsilonGreedy
2,2.6478664495117705,EpsilonGreedy
2,3.532309185553349,EpsilonGreedy
2,3.365444064364078,EpsilonGreedy
2,3.412732611595988,EpsilonGreedy
2,3.4308210030078827,EpsilonGreedy
2,5.141647600870462,EpsilonGreedy
2,2.5935849836153846,EpsilonGreedy
2,2.4877572709284625,EpsilonGreedy
2,2.1862272717521223,EpsilonGreedy
2,3.6159794225754958,EpsilonGreedy
2,4.128972292720892,EpsilonGreedy
2,2.886052542345125,EpsilonGreedy
2,2.159843523037472,EpsilonGreedy
2,2.1755187843087604,EpsilonGreedy
2,3.650592787824701,EpsilonGreedy
2,3.7432541712034424,EpsilonGreedy
2,3.543154268305195,EpsilonGreedy
2,2.3344902927113056,EpsilonGreedy
2,3.2321613230667197,EpsilonGreedy
2,3.116685809140728,EpsilonGreedy
2,3.218688596729013,EpsilonGreedy
2,3.8714287779481897,EpsilonGreedy
2,3.223595548774682,EpsilonGreedy
2,3.678913563071895,EpsilonGreedy
0,1.0675790694888914,EpsilonGreedy
2,3.289119398689984,EpsilonGreedy
2,3.6312882258385404,EpsilonGreedy
2,1.5428441801443336,EpsilonGreedy
2,2.6803287836426986,EpsilonGreedy
2,2.5296273457072047,EpsilonGreedy
2,2.361122151756658,EpsilonGreedy
2,2.7248577487733163,EpsilonGreedy
2,4.494941311234395,EpsilonGreedy
2,2.1341688843067566,EpsilonGreedy
2,3.968278354591481,EpsilonGreedy
2,1.3171302283841952,EpsilonGreedy
2,2.6651149700142254,EpsilonGreedy
2,3.1627530651050058,EpsilonGreedy
2,3.586222331359278,EpsilonGreedy
2,3.711226579792855,EpsilonGreedy
2,3.793347235199925,EpsilonGreedy
2,2.6512749277515626,EpsilonGreedy
2,2.5376482073354327,EpsilonGreedy
2,3.857975881257154,EpsilonGreedy
2,2.808695675118385,EpsilonGreedy
2,1.7243136766620781,EpsilonGreedy
2,1.8667127859965194,EpsilonGreedy
2,2.0805477139983886,EpsilonGreedy
2,3.497160744053764,EpsilonGreedy
2,3.142425736070565,EpsilonGreedy
2,3.6904853540677682,EpsilonGreedy
2,2.5727473536634657,EpsilonGreedy
3,4.158539691076714,EpsilonGreedy
3,4.625590393967337,EpsilonGreedy
3,3.6906534602797616,EpsilonGreedy
3,4.4567752375574115,EpsilonGreedy
3,3.3380740589333486,EpsilonGreedy
3,3.6369461534349283,EpsilonGreedy
3,3.618262106001671,EpsilonGreedy
3,2.8041603544109606,EpsilonGreedy
3,4.486972480785582,EpsilonGreedy
3,3.530597659797276,EpsilonGreedy
3,4.0124941187276875,EpsilonGreedy
3,4.480746658905909,EpsilonGreedy
3,4.446531176029944,EpsilonGreedy
3,4.665385108972786,EpsilonGreedy
3,3.9015145154905766,EpsilonGreedy
3,3.5767016879558464,EpsilonGreedy
3,3.920281789093601,EpsilonGreedy
3,2.31266556604197,EpsilonGreedy
3,2.552887527576913,EpsilonGreedy
3,2.6773003876455976,EpsilonGreedy
3,3.0027531723985184,EpsilonGreedy
3,4.399774226723436,EpsilonGreedy
3,3.0945209446399393,EpsilonGreedy
3,3.6218374459606104,EpsilonGreedy
3,5.299228297786065,EpsilonGreedy
3,3.643736028938574,EpsilonGreedy
3,4.737515568467087,EpsilonGreedy
3,3.0663823199901232,EpsilonGreedy
3,3.79456244213237,EpsilonGreedy
3,3.049977945089419,EpsilonGreedy
3,3.6609669240994376,EpsilonGreedy
3,4.840308137457395,EpsilonGreedy
3,2.2726795768076515,EpsilonGreedy
3,4.434423643545857,EpsilonGreedy
3,4.237735602332278,EpsilonGreedy
3,3.4058500443032056,EpsilonGreedy
3,2.553942145611545,EpsilonGreedy
3,4.0721295077138695,EpsilonGreedy
3,3.4705072909361974,EpsilonGreedy
3,4.232676211354704,EpsilonGreedy
3,4.021852145523443,EpsilonGreedy
3,5.601778891320915,EpsilonGreedy
3,3.7606443725269756,EpsilonGreedy
3,2.976502507378135,EpsilonGreedy
3,4.1792756349563165,EpsilonGreedy
3,4.2199966839717655,EpsilonGreedy
3,5.359187575240437,EpsilonGreedy
3,4.835111245914579,EpsilonGreedy
3,4.356871059149509,EpsilonGreedy
3,5.463302891219562,EpsilonGreedy
3,2.811236945677149,EpsilonGreedy
3,3.360248467250252,EpsilonGreedy
3,3.073424058594475,EpsilonGreedy
3,3.610190196844232,EpsilonGreedy
3,2.623313852443691,EpsilonGreedy
3,4.635150946814404,EpsilonGreedy
3,3.7777773029012267,EpsilonGreedy
3,2.529193705497342,EpsilonGreedy
3,2.984420918792458,EpsilonGreedy
3,4.313513847450196,EpsilonGreedy
3,4.838126567894381,EpsilonGreedy
3,5.9967308916917865,EpsilonGreedy
3,6.91386246600733,EpsilonGreedy
3,4.414409433275996,EpsilonGreedy
3,3.010461879968136,EpsilonGreedy
3,1.8679537192686908,EpsilonGreedy
3,4.2677114623438355,EpsilonGreedy
3,3.187058904689674,EpsilonGreedy
3,3.584642739820315,EpsilonGreedy
3,3.387903200940192,EpsilonGreedy
3,3.859209113583615,EpsilonGreedy
3,5.065980230787644,EpsilonGreedy
3,4.157048567445345,EpsilonGreedy
3,3.8413651629613117,EpsilonGreedy
3,2.9643462471741886,EpsilonGreedy
3,2.325317055295643,EpsilonGreedy
3,3.513692090926669,EpsilonGreedy
3,3.9462174491816797,EpsilonGreedy
3,5.7679299135798825,EpsilonGreedy
3,4.130274521472886,EpsilonGreedy
3,4.982739511023057,EpsilonGreedy
3,3.500704401460848,EpsilonGreedy
3,2.8150562335829754,EpsilonGreedy
3,3.034883237767628,EpsilonGreedy
3,3.2747739354642467,EpsilonGreedy
3,6.128469732435164,EpsilonGreedy
3,3.178613320775614,EpsilonGreedy
3,4.838489203736345,EpsilonGreedy
3,3.0970728219129735,EpsilonGreedy
3,4.931573012874244,EpsilonGreedy
3,4.384950966105863,EpsilonGreedy
3,3.8433621023419096,EpsilonGreedy
3,3.959237473864566,EpsilonGreedy
3,3.3452123045706097,EpsilonGreedy
3,4.446072201482081,EpsilonGreedy
3,3.54501651965922,EpsilonGreedy
3,2.7743942362327516,EpsilonGreedy
3,2.722062425680381,EpsilonGreedy
3,4.17258791772212,EpsilonGreedy
3,5.579091256410435,EpsilonGreedy
3,4.159991613573438,EpsilonGreedy
3,3.8813616738901175,EpsilonGreedy
3,4.285826139602543,EpsilonGreedy
3,5.306001741706825,EpsilonGreedy
3,4.219382501363857,EpsilonGreedy
3,3.589072769166263,EpsilonGreedy
3,5.106288710059889,EpsilonGreedy
3,4.428756438461614,EpsilonGreedy
3,5.535755991995992,EpsilonGreedy
3,4.183234437221906,EpsilonGreedy
3,2.7755309682795,EpsilonGreedy
3,2.6318408007543352,EpsilonGreedy
3,5.65092793223125,EpsilonGreedy
3,5.723665720783297,EpsilonGreedy
3,3.8204807867173995,EpsilonGreedy
3,3.6168126788640125,EpsilonGreedy
3,5.461444292242202,EpsilonGreedy
3,2.8929543179565123,EpsilonGreedy
3,3.1052729810441737,EpsilonGreedy
3,4.643326794689044,EpsilonGreedy
3,3.6053948771404105,EpsilonGreedy
3,3.994878133279929,EpsilonGreedy
3,3.8365571014754876,EpsilonGreedy
3,4.3375745487989334,EpsilonGreedy
3,5.407481861313717,EpsilonGreedy
3,4.0905849069017455,EpsilonGreedy
3,4.643938793276858,EpsilonGreedy
3,1.9498278989689775,EpsilonGreedy
3,3.951281598069882,EpsilonGreedy
3,3.156769729707129,EpsilonGreedy
3,2.781186939576372,EpsilonGreedy
3,3.1218476330712495,EpsilonGreedy
3,3.6658765592991878,EpsilonGreedy
3,4.915902542356013,EpsilonGreedy
3,2.673607282260436,EpsilonGreedy
3,4.030631492594417,EpsilonGreedy
3,3.5158305666664216,EpsilonGreedy
3,3.672326905638039,EpsilonGreedy
3,5.002757825304604,EpsilonGreedy
3,4.538115437003926,EpsilonGreedy
3,5.337398107442744,EpsilonGreedy
3,3.8454943207500993,EpsilonGreedy
3,3.304057388329297,EpsilonGreedy
3,3.7761411831195004,EpsilonGreedy
3,4.242496791271222,EpsilonGreedy
3,4.176573358453711,EpsilonGreedy
3,2.9156119277666335,EpsilonGreedy
3,4.090489781627874,EpsilonGreedy
3,4.228228330138905,EpsilonGreedy
3,6.517474037533921,EpsilonGreedy
3,5.87684461128167,EpsilonGreedy
3,3.14675664944118,EpsilonGreedy
3,3.712616638450824,EpsilonGreedy
3,2.536557998162997,EpsilonGreedy
3,3.4092929860365135,EpsilonGreedy
3,4.31560500359034,EpsilonGreedy
3,5.205853620888234,EpsilonGreedy
3,3.2709161622563916,EpsilonGreedy
3,3.3458535599322037,EpsilonGreedy
3,1.8527109702613451,EpsilonGreedy
3,3.8373340794550925,EpsilonGreedy
3,2.937585588140437,EpsilonGreedy
3,3.4705605726339264,EpsilonGreedy
3,3.1231392218324117,EpsilonGreedy
3,3.905737445747443,EpsilonGreedy
3,2.2422716086433687,EpsilonGreedy
3,2.532954754609009,EpsilonGreedy
3,6.129247112028298,EpsilonGreedy
3,2.712577418725969,EpsilonGreedy
3,2.9032144215453606,EpsilonGreedy
3,5.836913528321314,EpsilonGreedy
3,6.905067169240407,EpsilonGreedy
3,2.8284333711746585,EpsilonGreedy
3,3.6317510432119695,EpsilonGreedy
3,4.34155555094051,EpsilonGreedy
3,5.728697644405592,EpsilonGreedy
3,3.0131429215717627,EpsilonGreedy
3,3.75472215405789,EpsilonGreedy
3,4.777337576061744,EpsilonGreedy
3,4.434766074466618,EpsilonGreedy
3,3.623843928769901,EpsilonGreedy
3,3.866177035483959,EpsilonGreedy
3,2.625104191630018,EpsilonGreedy
3,3.761826256025335,EpsilonGreedy
3,3.733612509991045,EpsilonGreedy
3,4.232169889626256,EpsilonGreedy
3,3.444672781180984,EpsilonGreedy
3,4.471538522545139,EpsilonGreedy
3,5.012715817819829,EpsilonGreedy
3,4.155429327668466,EpsilonGreedy
3,4.351756408399203,EpsilonGreedy
3,4.053155347577867,EpsilonGreedy
3,4.000084393091414,EpsilonGreedy
3,3.2784419664571525,EpsilonGreedy
3,4.316494261673308,EpsilonGreedy
3,3.9027134015865106,EpsilonGreedy
3,6.093168308930595,EpsilonGreedy
3,5.573354902475242,EpsilonGreedy
3,4.385846552556501,EpsilonGreedy
3,3.2369427903052324,EpsilonGreedy
3,2.887588528016582,EpsilonGreedy
3,5.191142953088865,EpsilonGreedy
3,4.262749225147139,EpsilonGreedy
3,4.480143403391611,EpsilonGreedy
3,2.255414013025807,EpsilonGreedy
3,4.92743848155818,EpsilonGreedy
3,4.454420338214363,EpsilonGreedy
3,2.889569315585522,EpsilonGreedy
3,3.528475192550051,EpsilonGreedy
3,4.26371720435652,EpsilonGreedy
3,4.052466798356243,EpsilonGreedy
3,3.707828814196445,EpsilonGreedy
3,3.896511731934039,EpsilonGreedy
3,3.7480226217931145,EpsilonGreedy
3,4.1525625121024685,EpsilonGreedy
3,5.471491972993157,EpsilonGreedy
3,1.4333415590687024,EpsilonGreedy
3,3.7631497354903156,EpsilonGreedy
3,4.176512421372447,EpsilonGreedy
3,4.2959939896871,EpsilonGreedy
3,3.62808541867871,EpsilonGreedy
3,2.2432782175214174,EpsilonGreedy
3,4.327995483714109,EpsilonGreedy
3,5.7273502141641845,EpsilonGreedy
3,2.466138595083862,EpsilonGreedy
3,4.863828013698188,EpsilonGreedy
3,3.671474776877106,EpsilonGreedy
3,3.9386756541711527,EpsilonGreedy
3,2.9471014892960508,EpsilonGreedy
3,3.6655438276441235,EpsilonGreedy
3,5.300044594698958,EpsilonGreedy
3,4.582655241987707,EpsilonGreedy
3,5.732311605409944,EpsilonGreedy
3,5.177411888977693,EpsilonGreedy
3,4.439086678929576,EpsilonGreedy
3,5.743934526167792,EpsilonGreedy
3,4.438993158738299,EpsilonGreedy
3,4.827988176797059,EpsilonGreedy
3,3.7034290464652915,EpsilonGreedy
3,4.066545815859205,EpsilonGreedy
3,3.302576176699723,EpsilonGreedy
3,4.989583934594853,EpsilonGreedy
3,2.8216963768851344,EpsilonGreedy
3,4.782350342417661,EpsilonGreedy
3,3.8093489424948404,EpsilonGreedy
3,5.171247093467319,EpsilonGreedy
3,4.75086898873126,EpsilonGreedy
3,5.820646157646801,EpsilonGreedy
3,4.730774691138645,EpsilonGreedy
3,2.4279597443467593,EpsilonGreedy
3,3.933046827101799,EpsilonGreedy
3,2.827992807405184,EpsilonGreedy
3,3.4817201576337253,EpsilonGreedy
3,5.511228433276722,EpsilonGreedy
3,4.637533810897696,EpsilonGreedy
3,3.3010695714212535,EpsilonGreedy
3,2.9862826335596013,EpsilonGreedy
3,4.0327820928762605,EpsilonGreedy
3,2.7834398506188722,EpsilonGreedy
3,3.328859722603419,EpsilonGreedy
3,4.312009471551244,EpsilonGreedy
3,5.155312036106697,EpsilonGreedy
3,4.608761472224439,EpsilonGreedy
3,1.7087104914019,EpsilonGreedy
3,4.30436672903026,EpsilonGreedy
3,4.072033573232578,EpsilonGreedy
3,4.413890285372693,EpsilonGreedy
3,5.616209681651207,EpsilonGreedy
3,1.9367617231952572,EpsilonGreedy
3,3.408896574808894,EpsilonGreedy
3,4.590906322793355,EpsilonGreedy
3,2.4184056005460577,EpsilonGreedy
3,5.475949048053509,EpsilonGreedy
3,4.368356612700659,EpsilonGreedy
3,4.846583985843404,EpsilonGreedy
3,3.4290563384782056,EpsilonGreedy
3,4.81376368996621,EpsilonGreedy
3,5.0684715559890385,EpsilonGreedy
3,4.232878020137169,EpsilonGreedy
3,4.234400892698696,EpsilonGreedy
3,4.2703432392817255,EpsilonGreedy
3,3.136654735260618,EpsilonGreedy
3,3.852471319759647,EpsilonGreedy
3,3.847477467547641,EpsilonGreedy
3,4.383393864353495,EpsilonGreedy
3,4.999824246910294,EpsilonGreedy
3,2.941463918021591,EpsilonGreedy
3,3.8749909696804226,EpsilonGreedy
3,5.481455547658973,EpsilonGreedy
3,3.2564117711874356,EpsilonGreedy
3,3.17774998270968,EpsilonGreedy
3,4.202306191831194,EpsilonGreedy
3,4.84438519048532,EpsilonGreedy
3,4.011426055560659,EpsilonGreedy
3,5.328960590436989,EpsilonGreedy
3,4.8567939825665265,EpsilonGreedy
3,4.841820066890062,EpsilonGreedy
3,4.554116501324093,EpsilonGreedy
3,6.327653100346085,EpsilonGreedy
3,3.794838311133956,EpsilonGreedy
3,1.9964777079334861,EpsilonGreedy
3,5.604254361517141,EpsilonGreedy
3,3.5423005690431744,EpsilonGreedy
3,4.107880444343033,EpsilonGreedy
3,5.309550684860527,EpsilonGreedy
3,2.3977404589410747,EpsilonGreedy
3,2.748352785893861,EpsilonGreedy
3,2.3987220628811463,EpsilonGreedy
3,3.205863709974576,EpsilonGreedy
3,4.439636606016993,EpsilonGreedy
3,4.524187842812771,EpsilonGreedy
3,4.276274179328554,EpsilonGreedy
3,2.5872341161076333,EpsilonGreedy
3,1.689896563367356,EpsilonGreedy
3,4.054353585390382,EpsilonGreedy
3,3.528223966361664,EpsilonGreedy
3,4.459385771716612,EpsilonGreedy
3,4.70195362622127,EpsilonGreedy
3,4.138241432058682,EpsilonGreedy
3,4.760133085375854,EpsilonGreedy
3,4.229211374115068,EpsilonGreedy
3,4.5300647056014665,EpsilonGreedy
3,3.2953267371301176,EpsilonGreedy
3,3.8203885861685416,EpsilonGreedy
3,4.196776096656957,EpsilonGreedy
3,4.820528475417419,EpsilonGreedy
3,3.6062588277754277,EpsilonGreedy
3,4.521167255732113,EpsilonGreedy
3,3.734161208084621,EpsilonGreedy
3,3.8824578326718697,EpsilonGreedy
3,4.829519042024073,EpsilonGreedy
3,2.006939628945844,EpsilonGreedy
3,2.7035276719252392,EpsilonGreedy
3,2.5178146025571793,EpsilonGreedy
3,1.6663838801516953,EpsilonGreedy
3,3.3217355598448233,EpsilonGreedy
3,4.74943389972774,EpsilonGreedy
3,3.715115933617425,EpsilonGreedy
3,4.197790081941852,EpsilonGreedy
